token,tag,AF_chatgpt,AF_published,AF_student,RF_chatgpt,RF_published,RF_student
enhance,vb,8,4,0,8.311688311688313,0.6353139244929401,0
without,in,7,25,4,7.2727272727272725,3.970712028080875,2.924831822170225
increasingly,rb,7,6,8,7.2727272727272725,0.9529708867394101,5.84966364434045
income,nn,7,7,33,7.2727272727272725,1.1117993678626452,24.129862532904358
relationships,nns,7,5,19,7.2727272727272725,0.7941424056161751,13.89295115530857
among,in,7,50,5,7.2727272727272725,7.94142405616175,3.6560397777127815
variables,nns,7,6,12,7.2727272727272725,0.9529708867394101,8.774495466510675
exploring,vbg,7,4,2,7.2727272727272725,0.6353139244929401,1.4624159110851125
market,nn,7,11,4,7.2727272727272725,1.7471132923555852,2.924831822170225
decision,nn,7,7,2,7.2727272727272725,1.1117993678626452,1.4624159110851125
communities,nns,7,15,3,7.2727272727272725,2.382427216848525,2.193623866627669
physical,jj,7,16,3,7.2727272727272725,2.5412556979717604,2.193623866627669
safety,nn,7,8,1,7.2727272727272725,1.2706278489858802,0.7312079555425562
support,nn,7,6,1,7.2727272727272725,0.9529708867394101,0.7312079555425562
workplace,jj,7,0,0,7.2727272727272725,0,0
students,nns,7,7,0,7.2727272727272725,1.1117993678626452,0
intelligence,nn,7,14,0,7.2727272727272725,2.2235987357252904,0
improved,jj,7,2,0,7.2727272727272725,0.31765696224647005,0
transportation,nn,7,4,0,7.2727272727272725,0.6353139244929401,0
shaping,vbg,7,1,0,7.2727272727272725,0.15882848112323503,0
crop,nn,7,6,0,7.2727272727272725,0.9529708867394101,0
corporate,jj,7,0,0,7.2727272727272725,0,0
governance,nn,7,0,0,7.2727272727272725,0,0
socioeconomic,jj,7,2,0,7.2727272727272725,0.31765696224647005,0
trust,nn,7,6,0,7.2727272727272725,0.9529708867394101,0
privacy,nn,7,1,0,7.2727272727272725,0.15882848112323503,0
more,rbr,6,54,25,6.233766233766233,8.576737980654691,18.28019888856391
rise,nn,6,4,11,6.233766233766233,0.6353139244929401,8.043287510968119
mobility,nn,6,1,1,6.233766233766233,0.15882848112323503,0.7312079555425562
prevalent,jj,6,3,3,6.233766233766233,0.47648544336970505,2.193623866627669
concern,nn,6,6,3,6.233766233766233,0.9529708867394101,2.193623866627669
environment,nn,6,22,7,6.233766233766233,3.4942265847111704,5.118455688797894
consumers,nns,6,1,6,6.233766233766233,0.15882848112323503,4.387247733255338
diverse,jj,6,9,3,6.233766233766233,1.4294563301091152,2.193623866627669
leads,vbz,6,6,3,6.233766233766233,0.9529708867394101,2.193623866627669
plays,vbz,6,7,2,6.233766233766233,1.1117993678626452,1.4624159110851125
landscape,nn,6,6,1,6.233766233766233,0.9529708867394101,0.7312079555425562
strong,jj,6,12,1,6.233766233766233,1.9059417734788202,0.7312079555425562
policies,nns,6,2,1,6.233766233766233,0.31765696224647005,0.7312079555425562
urban,jj,6,2,1,6.233766233766233,0.31765696224647005,0.7312079555425562
public,jj,6,13,3,6.233766233766233,2.064770254602055,2.193623866627669
revolutionized,vbn,6,0,0,6.233766233766233,0,0
dynamics,nns,6,6,0,6.233766233766233,0.9529708867394101,0
undergo,vbp,6,3,0,6.233766233766233,0.47648544336970505,0
flexible,jj,6,3,0,6.233766233766233,0.47648544336970505,0
settings,nns,6,10,0,6.233766233766233,1.5882848112323502,0
experiences,nns,6,4,0,6.233766233766233,0.6353139244929401,0
tourist,nn,6,0,0,6.233766233766233,0,0
improved,vbn,6,8,0,6.233766233766233,1.2706278489858802,0
achievement,nn,6,5,0,6.233766233766233,0.7941424056161751,0
influencing,vbg,6,3,0,6.233766233766233,0.47648544336970505,0
sentiment,nn,6,0,0,6.233766233766233,0,0
awareness,nn,6,7,0,6.233766233766233,1.1117993678626452,0
gig,jj,6,0,0,6.233766233766233,0,0
arrangements,nns,6,2,0,6.233766233766233,0.31765696224647005,0
styles,nns,6,0,0,6.233766233766233,0,0
entrepreneurship,nn,6,0,0,6.233766233766233,0,0
banking,nn,6,0,0,6.233766233766233,0,0
employer,nn,6,0,0,6.233766233766233,0,0
age,nn,5,14,10,5.194805194805195,2.2235987357252904,7.312079555425563
information,nn,5,45,17,5.194805194805195,7.147281650545576,12.430535244223456
can,md,5,199,68,5.194805194805195,31.606867743523768,49.722140976893826
community,nn,5,9,3,5.194805194805195,1.4294563301091152,2.193623866627669
issue,nn,5,9,5,5.194805194805195,1.4294563301091152,3.6560397777127815
dating,vbg,5,0,6,5.194805194805195,0,4.387247733255338
aspect,nn,5,1,2,5.194805194805195,0.15882848112323503,1.4624159110851125
society,nn,5,1,7,5.194805194805195,0.15882848112323503,5.118455688797894
methods,nns,5,37,2,5.194805194805195,5.876653801559695,1.4624159110851125
aspects,nns,5,14,2,5.194805194805195,2.2235987357252904,1.4624159110851125
habits,nns,5,1,2,5.194805194805195,0.15882848112323503,1.4624159110851125
essential,jj,5,20,5,5.194805194805195,3.1765696224647004,3.6560397777127815
being,vbg,5,27,19,5.194805194805195,4.288368990327346,13.89295115530857
implications,nns,5,6,2,5.194805194805195,0.9529708867394101,1.4624159110851125
utilization,nn,5,2,2,5.194805194805195,0.31765696224647005,1.4624159110851125
efforts,nns,5,12,1,5.194805194805195,1.9059417734788202,0.7312079555425562
political,jj,5,3,1,5.194805194805195,0.47648544336970505,0.7312079555425562
perceived,vbn,5,4,0,5.194805194805195,0.6353139244929401,0
conducting,vbg,5,1,0,5.194805194805195,0.15882848112323503,0
improved,vbd,5,1,0,5.194805194805195,0.15882848112323503,0
classroom,nn,5,0,0,5.194805194805195,0,0
anxiety,nn,5,5,0,5.194805194805195,0.7941424056161751,0
depression,nn,5,1,0,5.194805194805195,0.15882848112323503,0
older,jjr,5,12,0,5.194805194805195,1.9059417734788202,0
stakeholders,nns,5,0,0,5.194805194805195,0,0
security,nn,5,5,0,5.194805194805195,0.7941424056161751,0
farming,nn,5,1,0,5.194805194805195,0.15882848112323503,0
solar,jj,5,7,0,5.194805194805195,1.1117993678626452,0
optimizing,vbg,5,2,0,5.194805194805195,0.31765696224647005,0
sales,nns,5,0,0,5.194805194805195,0,0
introduction,nn,5,4,0,5.194805194805195,0.6353139244929401,0
campaigns,nns,5,4,0,5.194805194805195,0.6353139244929401,0
exposed,vbn,5,6,0,5.194805194805195,0.9529708867394101,0
weaker,jjr,5,0,0,5.194805194805195,0,0
supportive,jj,5,0,0,5.194805194805195,0,0
behaviors,nns,5,6,0,5.194805194805195,0.9529708867394101,0
pressing,vbg,5,0,0,5.194805194805195,0,0
networking,nn,5,0,0,5.194805194805195,0,0
early,jj,5,28,0,5.194805194805195,4.447197471450581,0
influenced,vbn,4,7,2,4.155844155844156,1.1117993678626452,1.4624159110851125
creating,vbg,4,1,6,4.155844155844156,0.15882848112323503,4.387247733255338
important,jj,4,65,14,4.155844155844156,10.323851273010277,10.236911377595789
from,in,4,282,43,4.155844155844156,44.78963167675228,31.44194208832992
these,dt,4,157,30,4.155844155844156,24.9360715363479,21.93623866627669
statistics,nns,4,5,10,4.155844155844156,0.7941424056161751,7.312079555425563
inequality,nn,4,0,11,4.155844155844156,0,8.043287510968119
service,nn,4,7,2,4.155844155844156,1.1117993678626452,1.4624159110851125
news,nn,4,0,3,4.155844155844156,0,2.193623866627669
knowledge,nn,4,31,2,4.155844155844156,4.923682914820286,1.4624159110851125
streaming,nn,4,0,5,4.155844155844156,0,3.6560397777127815
food,nn,4,18,3,4.155844155844156,2.8589126602182304,2.193623866627669
leaders,nns,4,0,1,4.155844155844156,0,0.7312079555425562
efficiency,nn,4,27,1,4.155844155844156,4.288368990327346,0.7312079555425562
personal,jj,4,3,2,4.155844155844156,0.47648544336970505,1.4624159110851125
care,nn,4,7,3,4.155844155844156,1.1117993678626452,2.193623866627669
specifically,rb,4,7,11,4.155844155844156,1.1117993678626452,8.043287510968119
making,vbg,4,8,6,4.155844155844156,1.2706278489858802,4.387247733255338
overall,jj,4,11,5,4.155844155844156,1.7471132923555852,3.6560397777127815
educational,jj,4,1,3,4.155844155844156,0.15882848112323503,2.193623866627669
less,rbr,4,10,3,4.155844155844156,1.5882848112323502,2.193623866627669
potential,nn,4,31,9,4.155844155844156,4.923682914820286,6.5808715998830065
sharing,vbg,4,0,6,4.155844155844156,0,4.387247733255338
teams,nns,4,0,5,4.155844155844156,0,3.6560397777127815
attention,nn,4,12,3,4.155844155844156,1.9059417734788202,2.193623866627669
including,vbg,4,61,2,4.155844155844156,9.688537348517336,1.4624159110851125
color,nn,4,4,8,4.155844155844156,0.6353139244929401,5.84966364434045
opportunities,nns,4,5,3,4.155844155844156,0.7941424056161751,2.193623866627669
adults,nns,4,8,2,4.155844155844156,1.2706278489858802,1.4624159110851125
comprehensive,jj,4,6,2,4.155844155844156,0.9529708867394101,1.4624159110851125
driven,vbn,4,5,2,4.155844155844156,0.7941424056161751,1.4624159110851125
entrepreneurs,nns,4,0,1,4.155844155844156,0,0.7312079555425562
enjoy,vbp,4,0,2,4.155844155844156,0,1.4624159110851125
availability,nn,4,18,1,4.155844155844156,2.8589126602182304,0.7312079555425562
interpersonal,jj,4,0,1,4.155844155844156,0,0.7312079555425562
engage,vb,4,1,0,4.155844155844156,0.15882848112323503,0
comparable,jj,4,3,0,4.155844155844156,0.47648544336970505,0
processes,nns,4,30,0,4.155844155844156,4.76485443369705,0
perceptions,nns,4,7,0,4.155844155844156,1.1117993678626452,0
purchasing,nn,4,0,0,4.155844155844156,0,0
product,nn,4,17,0,4.155844155844156,2.700084179094995,0
effectively,rb,4,4,0,4.155844155844156,0.6353139244929401,0
heritage,nn,4,0,0,4.155844155844156,0,0
cognitive,jj,4,7,0,4.155844155844156,1.1117993678626452,0
aging,nn,4,2,0,4.155844155844156,0.31765696224647005,0
educators,nns,4,0,0,4.155844155844156,0,0
solutions,nns,4,7,0,4.155844155844156,1.1117993678626452,0
exercise,nn,4,3,0,4.155844155844156,0.47648544336970505,0
emotional,jj,4,0,0,4.155844155844156,0,0
attitudes,nns,4,1,0,4.155844155844156,0.15882848112323503,0
promote,vbp,4,2,0,4.155844155844156,0.31765696224647005,0
sources,nns,4,14,0,4.155844155844156,2.2235987357252904,0
reducing,vbg,4,14,0,4.155844155844156,2.2235987357252904,0
ride,nn,4,0,0,4.155844155844156,0,0
commerce,nn,4,0,0,4.155844155844156,0,0
cyber,nn,4,0,0,4.155844155844156,0,0
driver,nn,4,5,0,4.155844155844156,0.7941424056161751,0
mitigating,vbg,4,0,0,4.155844155844156,0,0
achieving,vbg,4,3,0,4.155844155844156,0.47648544336970505,0
sleep,nn,4,0,0,4.155844155844156,0,0
prominence,nn,4,0,0,4.155844155844156,0,0
technologies,nns,4,9,0,4.155844155844156,1.4294563301091152,0
microfinance,nn,4,0,0,4.155844155844156,0,0
fashion,nn,4,3,0,4.155844155844156,0.47648544336970505,0
customers,nns,4,0,0,4.155844155844156,0,0
perception,nn,4,6,0,4.155844155844156,0.9529708867394101,0
vital,jj,4,1,0,4.155844155844156,0.15882848112323503,0
mindset,nn,4,1,0,4.155844155844156,0.15882848112323503,0
mobile,jj,4,1,0,4.155844155844156,0.15882848112323503,0
retirement,nn,4,2,0,4.155844155844156,0.31765696224647005,0
biodiversity,nn,4,2,0,4.155844155844156,0.31765696224647005,0
branding,vbg,4,0,0,4.155844155844156,0,0
tqm,nnp,4,0,0,4.155844155844156,0,0
telemedicine,nn,4,0,0,4.155844155844156,0,0
fake,jj,4,0,0,4.155844155844156,0,0
people,nns,3,32,60,3.1168831168831166,5.082511395943521,43.87247733255338
greater,jjr,3,13,5,3.1168831168831166,2.064770254602055,3.6560397777127815
key,jj,3,21,5,3.1168831168831166,3.335398103587935,3.6560397777127815
make,vb,3,10,23,3.1168831168831166,1.5882848112323502,16.817782977478792
recognition,nn,3,4,1,3.1168831168831166,0.6353139244929401,0.7312079555425562
about,in,3,32,20,3.1168831168831166,5.082511395943521,14.624159110851126
valuable,jj,3,6,5,3.1168831168831166,0.9529708867394101,3.6560397777127815
different,jj,3,106,29,3.1168831168831166,16.835818999062912,21.205030710734132
deeper,jjr,3,6,2,3.1168831168831166,0.9529708867394101,1.4624159110851125
at,in,3,188,22,3.1168831168831166,29.859754451168186,16.086575021936238
likely,jj,3,11,4,3.1168831168831166,1.7471132923555852,2.924831822170225
becoming,vbg,3,3,7,3.1168831168831166,0.47648544336970505,5.118455688797894
medical,jj,3,11,23,3.1168831168831166,1.7471132923555852,16.817782977478792
building,vbg,3,2,1,3.1168831168831166,0.31765696224647005,0.7312079555425562
goals,nns,3,5,3,3.1168831168831166,0.7941424056161751,2.193623866627669
viewership,nn,3,0,3,3.1168831168831166,0,2.193623866627669
production,nn,3,44,2,3.1168831168831166,6.988453169422341,1.4624159110851125
both,dt,3,41,7,3.1168831168831166,6.511967726052635,5.118455688797894
ecosystems,nns,3,9,3,3.1168831168831166,1.4294563301091152,2.193623866627669
residents,nns,3,0,6,3.1168831168831166,0,4.387247733255338
concept,nn,3,5,1,3.1168831168831166,0.7941424056161751,0.7312079555425562
stability,nn,3,5,2,3.1168831168831166,0.7941424056161751,1.4624159110851125
soil,nn,3,13,1,3.1168831168831166,2.064770254602055,0.7312079555425562
particularly,rb,3,20,3,3.1168831168831166,3.1765696224647004,2.193623866627669
areas,nns,3,24,2,3.1168831168831166,3.8118835469576404,1.4624159110851125
work,vbp,3,0,2,3.1168831168831166,0,1.4624159110851125
dataset,nn,3,0,1,3.1168831168831166,0,0.7312079555425562
heavily,rb,3,0,1,3.1168831168831166,0,0.7312079555425562
negative,jj,3,10,1,3.1168831168831166,1.5882848112323502,0.7312079555425562
