doc_id	noun_phrase	root_text	pre_nom	post_nom	start_idx	end_idx	root_idx
chatgpt-200-1_005	the effectiveness of mindfulness approaches in promoting mental well-being and guide mental health practitioners in designing evidence-based interventions	effectiveness	DT	IN	103	124	104
chatgpt-200-1_005	mindfulness approaches in promoting mental well-being and guide mental health practitioners in designing evidence-based interventions	approaches	NN	IN	106	124	107
chatgpt-200-1_005	mental well-being	being	HYPH	CC	110	113	113
chatgpt-200-1_005	mental health practitioners	practitioners	NN	IN	116	118	118
chatgpt-200-1_005	evidence-based interventions	interventions	VBN	.	121	124	124
chatgpt-200-1_006	Artificial intelligence (AI)	intelligence	JJ	-LRB-	0	4	1
chatgpt-200-1_006	AI	AI	-LRB-	-RRB-	3	3	3
chatgpt-200-1_006	a transformative technology with the potential to revolutionize various industries	technology	NN	IN	8	17	10
chatgpt-200-1_006	the potential to revolutionize various industries	potential	DT	TO	12	17	13
chatgpt-200-1_006	various industries	industries	JJ	.	16	17	17
chatgpt-200-1_006	This research project	project	NN	VBZ	19	21	21
chatgpt-200-1_006	the ethical implications of AI	implications	JJ	IN	25	29	27
chatgpt-200-1_006	AI	AI	IN	IN	29	29	29
chatgpt-200-1_006	decision-making processes	processes	VBG	.	31	34	34
chatgpt-200-1_006	ethical frameworks, decision outcomes, and stakeholder perceptions	frameworks	JJ	NN	38	46	39
chatgpt-200-1_006	decision outcomes, and stakeholder perceptions	outcomes	NN	CC	41	46	42
chatgpt-200-1_006	stakeholder perceptions	perceptions	NN	PRP	45	46	46
chatgpt-200-1_006	we	we	,	MD	48	48	48
chatgpt-200-1_006	significance testing	testing	NN	TO	51	52	52
chatgpt-200-1_006	AI-driven decision-making processes	processes	VBG	VB	56	62	62
chatgpt-200-1_006	fair and unbiased outcomes	outcomes	JJ	VBN	65	68	68
chatgpt-200-1_006	traditional human-driven decision-making processes	processes	VBG	.	71	78	78
chatgpt-200-1_006	The findings of this study	findings	DT	IN	80	84	81
chatgpt-200-1_006	this study	study	DT	MD	83	84	84
chatgpt-200-1_006	insights into the ethical considerations of AI adoption	insights	VB	IN	87	94	87
chatgpt-200-1_006	the ethical considerations of AI adoption	considerations	JJ	IN	89	94	91
chatgpt-200-1_006	AI adoption	adoption	NNP	CC	93	94	94
chatgpt-200-1_006	policymakers and organizations	policymakers	VB	CC	97	99	97
chatgpt-200-1_006	organizations	organizations	CC	IN	99	99	99
chatgpt-200-1_006	responsible AI strategies	strategies	NNP	.	102	104	104
chatgpt-200-1_007	Online learning	learning	JJ	VBZ	0	1	1
chatgpt-200-1_007	the wake of global events that have disrupted traditional educational systems	wake	DT	IN	9	19	10
chatgpt-200-1_007	global events that have disrupted traditional educational systems	events	JJ	WDT	12	19	13
chatgpt-200-1_007	that	that	NNS	VBP	14	14	14
chatgpt-200-1_007	traditional educational systems	systems	JJ	.	17	19	19
chatgpt-200-1_007	This research project	project	NN	VBZ	21	23	23
chatgpt-200-1_007	the effectiveness of online learning	effectiveness	DT	IN	27	31	28
chatgpt-200-1_007	online learning	learning	JJ	VBN	30	31	31
chatgpt-200-1_007	traditional classroom education	education	NN	.	34	36	36
chatgpt-200-1_007	academic performance data and student satisfaction surveys	data	NN	CC	40	46	42
chatgpt-200-1_007	student satisfaction surveys	surveys	NN	PRP	44	46	46
chatgpt-200-1_007	we	we	,	MD	48	48	48
chatgpt-200-1_007	significance testing	testing	NN	TO	51	52	52
chatgpt-200-1_007	significant differences in learning outcomes and student engagement between online and traditional classroom settings	differences	JJ	IN	58	71	59
chatgpt-200-1_007	outcomes and student engagement	outcomes	VBG	CC	62	65	62
chatgpt-200-1_007	student engagement	engagement	NN	IN	64	65	65
chatgpt-200-1_007	online and traditional classroom settings	settings	NN	.	67	71	71
chatgpt-200-1_007	The findings of this study	findings	DT	IN	73	77	74
chatgpt-200-1_007	this study	study	DT	MD	76	77	77
chatgpt-200-1_007	valuable insights	insights	JJ	IN	80	81	81
chatgpt-200-1_007	the strengths and limitations of online learning	strengths	DT	CC	83	89	84
chatgpt-200-1_007	limitations	limitations	CC	IN	86	86	86
chatgpt-200-1_007	online learning	learning	NN	CC	88	89	89
chatgpt-200-1_007	educational institutions	institutions	JJ	IN	92	93	93
chatgpt-200-1_007	effective hybrid or fully online learning experiences	experiences	NN	.	96	102	102
chatgpt-200-1_008	Consumer behavior	behavior	NN	VBZ	0	1	1
chatgpt-200-1_008	various factors, including marketing techniques and psychological triggers	factors	JJ	VBG	5	13	6
chatgpt-200-1_008	marketing techniques and psychological triggers	techniques	NN	CC	9	13	10
chatgpt-200-1_008	psychological triggers	triggers	JJ	.	12	13	13
chatgpt-200-1_008	This research project	project	NN	VBZ	15	17	17
chatgpt-200-1_008	the impact of color on consumer purchasing decisions	impact	DT	IN	21	28	22
chatgpt-200-1_008	color	color	IN	IN	24	24	24
chatgpt-200-1_008	consumer purchasing decisions	decisions	NN	.	26	28	28
chatgpt-200-1_008	experiments	experiments	VBG	CC	32	32	32
chatgpt-200-1_008	data on consumer preferences and	data	VBG	IN	35	39	35
chatgpt-200-1_008	consumer preferences and	preferences	NN	CC	37	39	38
chatgpt-200-1_008	patterns	patterns	VBG	PRP	41	41	41
chatgpt-200-1_008	we	we	,	MD	43	43	43
chatgpt-200-1_008	significance testing	testing	NN	TO	46	47	47
chatgpt-200-1_008	color	color	IN	NNS	51	51	51
chatgpt-200-1_008	consumer perceptions, product evaluations, and	perceptions	NN	NN	53	59	54
chatgpt-200-1_008	product evaluations, and	evaluations	NN	CC	56	59	57
chatgpt-200-1_008	intentions	intentions	NN	.	61	61	61
chatgpt-200-1_008	The findings of this study	findings	DT	IN	63	67	64
chatgpt-200-1_008	this study	study	DT	MD	66	67	67
chatgpt-200-1_008	insights into the role of color in marketing strategies	insights	VB	IN	70	78	70
chatgpt-200-1_008	the role of color in marketing strategies	role	DT	IN	72	78	73
chatgpt-200-1_008	color	color	IN	IN	75	75	75
chatgpt-200-1_008	marketing strategies	strategies	NN	CC	77	78	78
chatgpt-200-1_008	businesses	businesses	VB	IN	81	81	81
chatgpt-200-1_008	color	color	VBG	TO	85	85	85
chatgpt-200-1_008	consumer behavior	behavior	NN	.	88	89	89
chatgpt-200-1_009	The tourism industry	industry	NN	VBZ	0	2	2
chatgpt-200-1_009	destination attractiveness and visitor experiences	attractiveness	NN	CC	6	10	7
chatgpt-200-1_009	visitor experiences	experiences	NN	.	9	10	10
chatgpt-200-1_009	This research project	project	NN	VBZ	12	14	14
chatgpt-200-1_009	the influence of cultural heritage preservation on tourist satisfaction and destination loyalty	influence	DT	IN	18	29	19
chatgpt-200-1_009	cultural heritage preservation on tourist satisfaction and destination loyalty	preservation	NN	IN	21	29	23
chatgpt-200-1_009	tourist satisfaction and destination loyalty	satisfaction	NN	CC	25	29	26
chatgpt-200-1_009	destination loyalty	loyalty	NN	.	28	29	29
chatgpt-200-1_009	tourist surveys, cultural heritage preservation efforts,	surveys	NN	JJ	33	40	34
chatgpt-200-1_009	cultural heritage preservation efforts	efforts	NN	CC	36	39	39
chatgpt-200-1_009	visitation rates	rates	NN	PRP	43	44	44
chatgpt-200-1_009	we	we	,	MD	46	46	46
chatgpt-200-1_009	significance testing	testing	NN	TO	49	50	50
chatgpt-200-1_009	destinations with well-preserved cultural heritage sites	destinations	IN	IN	54	61	54
chatgpt-200-1_009	well-preserved cultural heritage sites	sites	NN	VBP	56	61	61
chatgpt-200-1_009	higher levels of tourist satisfaction and loyalty	levels	JJR	IN	63	69	64
chatgpt-200-1_009	tourist satisfaction and loyalty	satisfaction	NN	CC	66	69	67
chatgpt-200-1_009	loyalty	loyalty	CC	VBN	69	69	69
chatgpt-200-1_009	those with less emphasis on cultural preservation	those	IN	IN	72	78	72
chatgpt-200-1_009	less emphasis on cultural preservation	emphasis	JJR	IN	74	78	75
chatgpt-200-1_009	cultural preservation	preservation	JJ	.	77	78	78
chatgpt-200-1_009	The findings of this study	findings	DT	IN	80	84	81
chatgpt-200-1_009	this study	study	DT	MD	83	84	84
chatgpt-200-1_009	insights	insights	VB	IN	87	87	87
chatgpt-200-1_009	the importance of cultural heritage conservation in tourism	importance	DT	IN	89	96	90
chatgpt-200-1_009	cultural heritage conservation in tourism	conservation	NN	IN	92	96	94
chatgpt-200-1_009	tourism	tourism	IN	CC	96	96	96
chatgpt-200-1_009	destination management strategies	strategies	NN	.	99	101	101
chatgpt-200-1_010	Aging populations	populations	VBG	VBP	0	1	1
chatgpt-200-1_010	unique challenges for healthcare systems	challenges	JJ	IN	3	7	4
chatgpt-200-1_010	healthcare systems	systems	NN	VBG	6	7	7
chatgpt-200-1_010	a comprehensive understanding of geriatric health and well-being	understanding	JJ	IN	10	19	12
chatgpt-200-1_010	geriatric health and well-being	health	JJ	CC	14	19	15
chatgpt-200-1_010	well-being	being	HYPH	.	17	19	19
chatgpt-200-1_010	This research project	project	NN	VBZ	21	23	23
chatgpt-200-1_010	the relationship between physical activity and cognitive function in older adults	relationship	DT	IN	27	37	28
chatgpt-200-1_010	physical activity and cognitive function	activity	JJ	CC	30	34	31
chatgpt-200-1_010	cognitive function	function	JJ	IN	33	34	34
chatgpt-200-1_010	older adults	adults	JJR	.	36	37	37
chatgpt-200-1_010	activity tracker data, cognitive assessments, and health records	data	NN	JJ	41	50	43
chatgpt-200-1_010	cognitive assessments, and health records	assessments	JJ	CC	45	50	46
chatgpt-200-1_010	health records	records	NN	PRP	49	50	50
chatgpt-200-1_010	we	we	,	MD	52	52	52
chatgpt-200-1_010	significance testing	testing	NN	TO	55	56	56
chatgpt-200-1_010	higher levels of physical activity	levels	JJR	IN	60	64	61
chatgpt-200-1_010	physical activity	activity	JJ	VBP	63	64	64
chatgpt-200-1_010	better cognitive function among older adults	function	JJ	IN	68	73	70
chatgpt-200-1_010	older adults	adults	JJR	.	72	73	73
chatgpt-200-1_010	The findings of this study	findings	DT	IN	75	79	76
chatgpt-200-1_010	this study	study	DT	MD	78	79	79
chatgpt-200-1_010	insights into the potential benefits of physical activity on cognitive aging and inform interventions aimed at promoting healthy aging	insights	VB	IN	82	100	82
chatgpt-200-1_010	the potential benefits of physical activity on cognitive aging and inform interventions aimed at promoting healthy aging	benefits	JJ	IN	84	100	86
chatgpt-200-1_010	physical activity	activity	JJ	IN	88	89	89
chatgpt-200-1_010	cognitive aging and inform interventions aimed at promoting healthy aging	aging	JJ	CC	91	100	92
chatgpt-200-1_010	inform interventions aimed at promoting healthy aging	inform	CC	NNS	94	100	94
chatgpt-200-1_010	interventions aimed at promoting healthy aging	interventions	NN	VBN	95	100	95
chatgpt-200-1_010	healthy aging	aging	JJ	.	99	100	100
published-S0003347214004758	All subjects that participated in our experiments	subjects	DT	WDT	0	6	1
published-S0003347214004758	that	that	NNS	VBD	2	2	2
published-S0003347214004758	our experiments	experiments	PRP$	VBP	5	6	6
published-S0003347214004758	accordance with the Austrian Federal Act on the Protection of Animals (Animal Protection Act—TSchG, BGBl	accordance	IN	IN	10	28	10
published-S0003347214004758	the Austrian Federal Act on the Protection of Animals (Animal Protection Act—TSchG, BGBl	Act	NNP	IN	12	28	15
published-S0003347214004758	the Protection of Animals	Protection	DT	IN	17	20	18
published-S0003347214004758	Animals	Animals	IN	-LRB-	20	20	20
published-S0003347214004758	Animal Protection Act—TSchG, BGBl	Act	NNP	:	22	28	24
published-S0003347214004758	TSchG, BGBl	TSchG	:	NNPS	26	28	26
published-S0003347214004758	BGBl	BGBl	,	.	28	28	28
published-S0003347214004758	I	I	.	VBD	30	30	30
published-S0003347214004758	the present study	study	JJ	VBD	37	39	39
published-S0003347214004758	behavioural observations	observations	JJ	DT	46	47	47
published-S0003347214004758	all experiments	experiments	DT	VBD	49	50	50
published-S0003347214004758	nonanimal experiments	experiments	JJ	IN	54	55	55
published-S0003347214004758	accordance with the Austrian Animal Experiments Act (§ 2, Federal Law Gazette No. 501/1989)	accordance	IN	IN	57	74	57
published-S0003347214004758	the Austrian Animal Experiments Act (§ 2, Federal Law Gazette No. 501/1989)	Act	NNPS	-LRB-	59	74	63
published-S0003347214004758	§ 2	§	-LRB-	CD	65	66	65
published-S0003347214004758	Federal Law Gazette No	No	NNP	NN	68	71	71
published-S0006320715000488	The major role of tropical forests in biodiversity and climate change	role	JJ	IN	0	10	2
published-S0006320715000488	tropical forests in biodiversity and climate change	forests	JJ	IN	4	10	5
published-S0006320715000488	biodiversity and climate change	change	NN	VBZ	7	10	10
published-S0006320715000488	the world	world	DT	TO	13	14	14
published-S0006320715000488	effective ways to slow deforestation	ways	JJ	TO	18	22	19
published-S0006320715000488	deforestation	deforestation	VB	.	22	22	22
published-S0006320715000488	Many approaches	approaches	JJ	VBP	24	25	25
published-S0006320715000488	fashion	fashion	IN	.	32	32	32
published-S0006320715000488	Strictly protected areas, which prohibit most human activities,	areas	VBN	WDT	34	43	36
published-S0006320715000488	which	which	,	VBP	38	38	38
published-S0006320715000488	most human activities	activities	JJ	VBD	40	42	42
published-S0006320715000488	the early days of conservation	days	JJ	IN	47	51	49
published-S0006320715000488	conservation	conservation	IN	CC	51	51	51
published-S0006320715000488	an alternative to strict protected areas	alternative	DT	IN	58	63	59
published-S0006320715000488	strict protected areas	areas	VBN	NNP	61	63	63
published-S0006320715000488	Community Forest Management (CFM)	Management	NNP	-LRB-	65	70	67
published-S0006320715000488	(CFM	CFM	-LRB-	-RRB-	68	69	69
published-S0006320715000488	the late 1980s	1980s	JJ	-LRB-	73	75	75
published-S0006320715000488	virtue of involving local forest users in management	virtue	IN	IN	86	93	86
published-S0006320715000488	local forest users in management	users	NN	IN	89	93	91
published-S0006320715000488	management	management	IN	NNP	93	93	93
published-S0006320715000488	CFM	CFM	,	VBZ	95	95	95
published-S0006320715000488	the potential to benefit both forests and local livelihoods (Behera, 2009)	potential	DT	TO	100	113	101
published-S0006320715000488	both forests and local livelihoods (Behera, 2009)	forests	DT	CC	104	113	105
published-S0006320715000488	local livelihoods (Behera, 2009)	livelihoods	JJ	-LRB-	107	113	108
published-S0006320715000488	Behera, 2009)	Behera	-LRB-	CD	110	113	110
published-S0006320715000488	This potential	potential	DT	RB	115	116	116
published-S0006320715000488	its evidence base	base	NN	VBZ	129	131	131
published-S0006320715000488	Payments for Ecosystem Services (PES)	Payments	IN	IN	148	154	148
published-S0006320715000488	Ecosystem Services (PES)	Services	NNP	-LRB-	150	154	151
published-S0006320715000488	PES	PES	-LRB-	-RRB-	153	153	153
published-S0006320715000488	the most recent fashion in efforts to reduce deforestation	fashion	JJ	IN	157	165	160
published-S0006320715000488	efforts to reduce deforestation	efforts	IN	TO	162	165	162
published-S0006320715000488	deforestation	deforestation	VB	NNP	165	165	165
published-S0006320715000488	CFM	CFM	,	VBZ	167	167	167
published-S0006320715000488	an important part of the forest management toolkit in many developing countries (Blaikie, 2006)	part	JJ	IN	169	185	171
published-S0006320715000488	the forest management toolkit in many developing countries (Blaikie, 2006)	toolkit	NN	IN	173	185	176
published-S0006320715000488	many developing countries (Blaikie, 2006)	countries	VBG	-LRB-	178	185	180
published-S0006320715000488	Blaikie, 2006)	Blaikie	-LRB-	CD	182	185	182
published-S0006320715000488	It	It	.	VBZ	187	187	187
published-S0006320715000488	a means by which PES schemes can be implemented	means	DT	IN	192	200	193
published-S0006320715000488	which	which	IN	NNP	195	195	195
published-S0006320715000488	PES schemes	schemes	NNP	MD	196	197	197
published-S0006320715000488	High quality studies evaluating the effectiveness of CFM	studies	NN	VBG	202	209	204
published-S0006320715000488	the effectiveness of CFM	effectiveness	DT	IN	206	209	207
published-S0006320715000488	CFM	CFM	IN	VBP	209	209	209
published-S0006320715000488	future development and investment	development	JJ	CC	215	218	216
published-S0006320715000488	investment	investment	CC	IN	218	218	218
published-S0006320715000488	approaches	approaches	IN	TO	220	220	220
published-S0006320715000488	deforestation	deforestation	VB	.	223	223	223
published-S0006320715000488	We	We	.	VBP	225	225	225
published-S0006320715000488	robust evidence on effectiveness of CFM	evidence	JJ	IN	229	234	230
published-S0006320715000488	effectiveness of CFM	effectiveness	IN	IN	232	234	232
published-S0006320715000488	CFM	CFM	IN	IN	234	234	234
published-S0006320715000488	deforestation	deforestation	VBG	.	237	237	237
published-S0006320715000488	Studies investigating the effectiveness of conservation interventions	Studies	.	VBG	239	245	239
published-S0006320715000488	the effectiveness of conservation interventions	effectiveness	DT	IN	241	245	242
published-S0006320715000488	conservation interventions	interventions	NN	RB	244	245	245
published-S0006320715000488	factors that affect both the assignment of interventions and the outcomes of interest (Bowler et al., 2012; Ferraro and Pattanayak, 2006; Joppa and Pfaff, 2010	factors	VBG	WDT	253	284	253
published-S0006320715000488	that	that	NNS	VBP	254	254	254
published-S0006320715000488	both the assignment of interventions and the outcomes of interest (Bowler et al., 2012; Ferraro and Pattanayak, 2006; Joppa and Pfaff, 2010	assignment	DT	IN	256	284	258
published-S0006320715000488	interventions	interventions	IN	CC	260	260	260
published-S0006320715000488	the outcomes of interest (Bowler et al., 2012	outcomes	DT	IN	262	272	263
published-S0006320715000488	interest	interest	IN	-LRB-	265	265	265
published-S0006320715000488	Bowler et al	al	NNP	NNP	267	269	269
published-S0006320715000488	., 2012	.	NNP	CD	270	272	270
published-S0006320715000488	Ferraro and Pattanayak, 2006; Joppa and Pfaff, 2010	Ferraro	:	CC	274	284	274
published-S0006320715000488	Pattanayak	Pattanayak	CC	CD	276	276	276
published-S0006320715000488	Joppa and Pfaff, 2010	Joppa	:	CC	280	284	280
published-S0006320715000488	Pfaff	Pfaff	CC	CD	282	282	282
published-S0006320715000488	Recent studies investigating the effectiveness of protected areas at reducing deforestation have made progress in controlling for confounding factors by the use of statistical matching (e.g. Andam et al., 2013, 2008; Carranza et al., 2014;	studies	JJ	VBG	287	329	288
published-S0006320715000488	the effectiveness of protected areas at reducing deforestation	effectiveness	DT	IN	290	297	291
published-S0006320715000488	protected areas at reducing deforestation	areas	VBN	IN	293	297	294
published-S0006320715000488	deforestation	deforestation	VBG	VBP	297	297	297
published-S0006320715000488	progress	progress	VBN	IN	300	300	300
published-S0006320715000488	factors	factors	VBG	IN	305	305	305
published-S0006320715000488	the use of statistical matching (e.g. Andam et al	use	DT	IN	307	316	308
